Data do comentário,Nome do hóspede,Número da reserva,Título do comentário,Comentário positivo,Comentário negativo,Pontuação de comentários,Funcionários,Limpeza,Localização,Comodidades,Conforto,Relação preço-qualidade,Resposta do alojamento
03-07-2024,97de6d9e04579e753f5ebb3f6b424fe86ab69411b959d49e5ba889b807ece287,dd01a2a38e44738ab247bc6bc09ecfab2304292bb9fcc69b049c555922f97c08,Très bon hôtel.,"Bel emplacement, proche des commerces et des restaurants. Les chambres sont très spacieuses et confortables. L'accueil est très chaleureux et le personnel très aidant. Le petit déjeuner en buffet est bon et contient l'essentiel. ",Rien,9,10.0,10.0,10.0,10.0,10.0,10.0,
04-07-2024,850abeb8089348cb702ac6144e2ea802912a251ff19c5230cd54b3415ae56e2d,dde6091212167ec0f7256c3021d99d4f01d1e0d9673228ee05d8d596079761d4,,"This is a lovely little gem of a hotel.  It has a wonderful location and easily walkable to most of the major shopping and eating areas.  It's a few blocks from the Metro station so it's easy to get anywhere.  The rooms were very clean and comfortable with great A/C.  The only drawback is that the street behind the hotel can be loud with the sound of cars on cobblestones.
The entire staff.was wonderfully helpful and very available during our stay.  ",,8,10.0,10.0,10.0,7.5,10.0,10.0,
04-07-2024,6aed0206d633918b61d3a8f40a5485a98f2629e1f05c7d600df64f7348379af2,a62981300118ca7cefca98a46aff3aa3252f77073b73cfde5ba8bff2df0bd2a6,,,,8,10.0,10.0,10.0,10.0,10.0,10.0,
04-07-2024,6bab3007f56e2a9175ff1222c2654ddcd08fa7981a1ddc42f1d95cfbd80ede47,ecf67b284d4ca50f3ae1e54512a9dab95864e8bd7e9fc104bfa6ca63a0d55d0b,,"Best breakfast I have had anywhere. Had fresh bread cheese ham . Followed by made to order omelette. Fresh fruit salad and yoghurt.  Had to leave room for the amazing almond Portuguese tart. Plenty of coffee from catering size Nespresso machine Needless to say didn’t need any lunch .

Room was large airy and immaculate. Very comfortable mattress, very good shower. 

Staff were so friendly , helpful and pleasant. They made our stay. Nothing was too much bother. 

Can’t wait to return to Lisbon and would not book anywhere else. It really is first class . Thank you to all staff for the warmest of welcomes.",Nothing,10,10.0,10.0,10.0,10.0,10.0,10.0,
05-07-2024,3090ad7f5b83a40b050aad6e04d2f663049aca5cf0253e1b2ff592fcfed3ef9c,6793383fe0a8f13456c63c5938e8192165473b2e562e0807bc6f56bed4eb519c,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
06-07-2024,6aed0206d633918b61d3a8f40a5485a98f2629e1f05c7d600df64f7348379af2,3a27551a9754857d13467ccc99fbe7d225b11b55530323ab6957dd5601049040,,,,9,10.0,10.0,10.0,10.0,10.0,10.0,
06-07-2024,66faeca78687fea73d74bb3436b00ce817622a2ac04586d7af5ff7a9a45b2f00,bf5251e4e1baf61c18b0ea091630a9eb6cd26cce6046956baa820a6593b90123,"Exciting location and very nice, friendly and comfortable hotel.",The front staff were helpful and the lovely big bedroom. I liked the outlook onto the little street.,Nothing but some more space to hang clothes would have been good. ,9,10.0,10.0,10.0,10.0,10.0,7.5,
06-07-2024,fdf7038fc6de393e1589a9dd5c33230e2936df7128ed12fcd69dd64682d8479e,81db5be2024f8ceedf45f7bad3278b7ea995f974792369aa9a9c83386db4bfc2,,,,9,10.0,7.5,10.0,10.0,7.5,7.5,
07-07-2024,be81d309088dde861ab5fc4d62d4bbfe0aeef3e3baf2f5362c1086f451f0a1e7,7bc5a40d7c9e85bb280daa84430ea3416609a20c5bd5b38c8ead3c7e3391bcc2,,"Freundliches Personal 
Gutes Bett, hochwertiges Bettzeug, Bett könnte aber breiter sein
Zimmer schön eingerichtet ","Bett „nur“ 160x200cm
Zimmer war im Erdgeschoss sehr nah an der viel befahrenen Straße. Fenster sind gut, aber am Wochenende auch nachts laut.
Beim Frühstück fehlen ein paar gesunde Alternativen.",8,7.5,10.0,10.0,7.5,7.5,5.0,
08-07-2024,862ef3927a7c8acfd3e79aa547800ef285cd9b13a39f5ec2d47554981cb313c8,f901d0480ef81fa6499b38a1e9e34a7dd732be99a1e074628fa8dffe8e269616,,"The breakfast was SO good. Our stay here exceeded our expectations by far. When we come back to Lisbon, I will definitely be staying here again.",,10,7.5,10.0,10.0,7.5,10.0,10.0,
09-07-2024,85709cfb15a4ca5c73efc649923ba02e7ab99ea09e1067063a4c6157a0672ac8,de89b8959c87e1243db8c6d3712d48851c03d73387e681a739a71629e1ac2ea8,,"Bellissima sistemazione, bella la stanza e tutta la struttura. Ottima Colazione. servizio impeccabile. Ottima posizione",,10,10.0,10.0,10.0,10.0,10.0,10.0,
09-07-2024,a8cfcd74832004951b4408cdb0a5dbcd8c7e52d43f7fe244bf720582e05241da,23b684bd774afa6ff6bdd6e73c2c73f0050f0fa6143de3bd4dd60c9236998820,A really welcoming base from which to explore Lisbon,"Nice big rooms and well equipped 
Very good breakfast 
Very handy location 
The staff were very helpful",Would have been good to have a fridge in the room,10,10.0,10.0,10.0,7.5,10.0,10.0,
09-07-2024,f4537f49d815fdeb4813a673bb0c9eea8f0eb05bfdd36023738ca21cba724357,2c02258f4badc467db0f77426e0602a4d3418a1d4f93fcd0cc971dcae50477db,,"Staff, amenities, convenient to restaurants. The room was spacious and comfortable.",No elevator. It was difficult to carry heavy luggage.,10,10.0,10.0,7.5,7.5,10.0,10.0,
10-07-2024,00fcf3dce029c9b81b50412cc212c13a328d514acf440f38723b35a340b133c2,0864831e2758ec05af4463aefaa86e6adef5995c7f6bf86bf2f63aa5de65c741,Overall was very good,"Room was good, staffs were friendly and helpful, amazing breakfast, good location ","The toilet/ shower, would have loved more
Privacy with a door ",8,10.0,7.5,10.0,7.5,10.0,10.0,
11-07-2024,7e6046c9a27718b278cdfae39ab45bbd53980c06267516e31e1a4423a555b5bf,6a77a32ec87f3d8fc5d7127806e5b3d605a639bdf358114b52874f7b332ad475,"Perfect location, big rooms and the staff were friendly and helpful.",Location ,,10,10.0,10.0,10.0,10.0,10.0,7.5,
12-07-2024,88c2aab3365700b6c95fb2634705229158312e0adfdda872157c4b92661a2257,c2ff488bcb7262d389b1073706309db335125f7f86b1afae0c2f0f2576aaa527,,"Muito bem localizado, funcionários simpáticos e prestáveis, quarto lindo mobilado e decorado com muito gosto",Acesso à casa de banho dentro do do quarto por escada acentuada,9,10.0,10.0,10.0,10.0,7.5,7.5,
13-07-2024,325d8eea60b3081478a9195a828d9c4c6744756ff4c64180f28d327e7e38e2e0,7799a55c7042dbfb20bb006bab20aaadfe7ba1a5410538cb78a2199bc13b7a69,,,,9,10.0,10.0,7.5,10.0,7.5,7.5,
15-07-2024,ae978aa10c628b27427ff2615ad925abdf4171fc7b4d1f7067bd35b23960d371,e83b7b7c21afd68d9bb9acd3e0faa07e13ae362208cf4d5a56b34b5ca440e8b5,,,,7,7.5,7.5,7.5,7.5,7.5,7.5,
16-07-2024,dea210f058b407db5c1b5ea89b2e42a57221c003dba55e2f1776a75a3254d386,acc1430e1a43d4cbb17433ec50d57b1c5eb7729cc7fa04d94518d784519e2a9e,,"Do excelente acolhimento e simpatia do staff. Localização muito boa, perto do Chiado e do Mercado Ribeira. Quarto muito amplo, muito bem decorado e confortável. ",,9,10.0,10.0,10.0,10.0,10.0,7.5,
16-07-2024,47651bdb73e738a3ec276be8ded55a6ececa323df4717b364bc27c5d7e1cf49d,da6b6a0d80663e5d800af60eec64451802df9b356c9f01e780d5c06f66db898f,Our stay was amazing and absolutely fabulous!,"The quaint but quintessential country cottage feel with a modern twist. The decor was great and the environment intimate. I would like to convey special thanks to Iara, Claudia, Ruben and Gonzales for their exceptional customer service. They made us feel so welcomed and accommodated our every need. We will definitely be back for another visit. ",One small factor was the iron. The iron constantly leaked water. This was replaced with another but it still did the same just a little less. ,10,10.0,10.0,10.0,10.0,10.0,10.0,
18-07-2024,78a1a1dae4e56fb0aba67dadc5ab5ab808f505137efedecfb7c2f12a4195c58b,7fe7dc0d7e783a3f5e3eaccf66cb5dd2b33275fa2c5364b57b0526fd9989ea13,Absolutely delightful,"The whole experience was top class. Great location, and an amazing staff. We couldn't believe how professional, and friendly were all staff members. Breakfast was perfect, with nothing a problem. 
Great tips from the girls at the desk.",Nothing at all - although a minifridge in the room would have been handy.,9,10.0,10.0,7.5,10.0,10.0,7.5,
18-07-2024,8f61a680f092fda78b7cc84619c3141e51ccf06a807c16ee3ada2b35d66a9a84,fd1dece8a1050d0bb2fc5408a471d56622e6728f66105876ab6cfea6486fcc20,Anche se solo per una notte siamo stati benissimo e coccolati dalla gentilezza di Claudia e di Gonzalo…,"Tutto… 
posto incantevole..
accoglienza eccellente 
Posizione centrale 
Colazione super!!
",,10,10.0,10.0,10.0,10.0,10.0,10.0,
19-07-2024,970a8eb8b37d2f9e91683074e620d79c028a5302b829e0643c7f65eeb31c5dfb,fbb85f71a2f1e713ea6c85487504016a78732272f8a9b7b710381fb6987cdd0b,"Great hotel, with perfect location.","The location is perfect, just a few blocks from everything. The place is super cozy and comfortable. We were leaving the Hotel before breakfast time and they gave us something to eat and drink on the go.",Nothing really.,10,10.0,10.0,10.0,10.0,10.0,10.0,
19-07-2024,413986cffa144a60a55d19e0fa1e08ff9890248a27e777a682366e149de62385,d04c22d0055b4585870740f874da0a7d1e103f32db5f54a2dc68e8df8c07ca41,,They even had a dog bed and water bowl for my dog.,,9,7.5,7.5,7.5,7.5,7.5,7.5,
19-07-2024,1453c97a060e713374331565270d87b99cca45defc80d0c2a0987e48e01a0f26,670b65ad5cb9460b855fccca7418832f7630a8b8f01fcd398e3240481e042f05,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
20-07-2024,e04ea52834ccd909243ae340c9b86f3cf5572a861262417fa767d9bff462957d,06b7e9f6671f9a56fb51ff7fd1b4d02b89b408049f4ea4d7f3236f8c433072c9,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
20-07-2024,19619bd76cb5c489907d60938bf9256cee65ddb378df489ffe033e45f35c63a9,255271ef08d814fe2d03f68fb51ea2879e551ad561dac1ce93be1da1d0e5d082,,,,10,10.0,10.0,10.0,10.0,10.0,7.5,
21-07-2024,50ef668941c7c5cfd96384b4c0dba4898147796954f8b8f26cd6182c2e9be074,672ee352dc1bbbde9990d2b3a5e9387e81d120594e873dacd179937b202e3d27,,"Great location. Friendly and helpful staff. Excellent breakfast. Large room , beautifully furnished  ",,10,10.0,10.0,10.0,10.0,10.0,10.0,
22-07-2024,422ff7009040b895ab4a79b82b259686c57e9d59d96705147845c500892c8acf,7061541474627eddf067731c8b6e77260cea07b52fce7e9d83af00008e5a3181,,,,9,10.0,10.0,10.0,7.5,7.5,10.0,
22-07-2024,9e77efec0676269d818bacef8fc19ec6fc3d03fef38428a0e58b9f640d02a99a,6ccae26e7996cdd060753f4c48eef3ca51a80909e153ac2ba5925d2d14155fa3,Belle étape pour visiter Lisbonne à proximité quartier Chiado,"Belle et grande chambre avec dressing et petite salle de bain. Très bien située près d'une zone touristique. Accueil très sympa, plein de bons conseils. Bon petit déjeuner simple",,9,10.0,10.0,7.5,7.5,7.5,10.0,
23-07-2024,528bb47c1059b00f75cd74f51a510e975fd50ec1f2763663ae0381fcfd1cf205,211980b00ffce71f1945adf7ef31d3caaa626bab1cc7eb0125411eed85378f90,"Very pleased, we will definately recommend it to friends","Our room was very large, spotless clean, nicely decorated and bright, the bed very comfortable. The personel was super kind, friendly and accomodating to all our requests, we enjoyed breakfast and the location was perfect.","There was a small leakage from the shower tab and despite fact that we informed them upon arrival, it was not fixed by the time we checked out.",9,10.0,10.0,10.0,10.0,10.0,7.5,
24-07-2024,da17c13402bca42e4f4dbd3fe1cb45919d80b42e0a4f1a3ebbab455e04285b60,1f8f007cd3a2973fa048a4962e929c196ebc211fa89293fbed992ebd1a18f374,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
25-07-2024,6d91fd2f14efe6852c01ddef34520c89704f0c94bb206204b6ff9d538cff387b,4db8d4219563c5c1b7a3667fff4345788f1e25a67c95e153b9736bd7202e7795,Genial,"La amabilidad del personal. Claudia, Lara y Gonzalo fueron súper amables con nosotros y conocimos más la realidad de Lisboa gracias a ellos.",,10,10.0,10.0,10.0,10.0,10.0,10.0,
25-07-2024,f00ecd22250706ac58a528eec23d6f60393306dcc7829d8219f21e0a98b11331,59071fc51d5bfd0f45632e3a9820ec7b6dcc3a9f3252973fe914f03d9879aa2c,,,,9,10.0,10.0,10.0,10.0,10.0,10.0,
26-07-2024,83408d4a7be8942fb541fed530174e337d924dd9aa436a4948fc280875a7c290,9d3e99a8bcbe79e20c936d804e96b4d43821b51b5cc77e90dce4d592b8149cd5,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
28-07-2024,44c550b0e0f3380f5de2a889454e576f26164a1b8a109222354fc5089e383057,d811b89c9f2f4724e87462210186a02dd653f0cfc63ee55a2934403f86c0d2a7,,,,9,10.0,10.0,10.0,10.0,10.0,10.0,
28-07-2024,9f686f27a5ca334fbc183eefbe610f658eff2065abc2b147a07741340f183acc,d21dbf33efb1008cdbdf3332f3ba64cdce829a789093fa9fdbefdf12a7441724,"Beautiful hotel, central location, great breakfast ","Really lovely staff and breakfast, rooms on the upper floors are really beautiful ","We stayed in a smaller room in the basement on the first night of our stay, it opened directly onto a road which didn’t feel relaxing and it was extremely noisy, the staff moved us without hesitation for the remainder of our stay and we really appreciated it ",8,10.0,7.5,7.5,7.5,10.0,10.0,
28-07-2024,0749f99a886362c0b777a17487389f3e91db04f6c20c9314f0c9f8861ce89231,df59a0d7c82882ae2f31a8c0ea8be0a9ad98f113ee23b872d803079797cbe0ae,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
29-07-2024,d9f22c7d4caac6328b50b1c7e900f5d73b04cd40fccd0953d22a9adaabbcc015,099226d14047f6165dfd34983ac34aeac28f2eb55160459918523ad9ceebc6be,,,,9,10.0,10.0,7.5,10.0,10.0,7.5,
29-07-2024,eee3e8ebd2d5a9f1cdd2bbf25b8f53a50fe73a40215634fdfd3a1fe118be6296,a163ac4f7f40a83dd42a1e1d2f54e48eb5807761218e022d677936a2f3ee5892,A haven in busy Lisbon,"The room was very spacious. The staff were incredibly friendly and helpful. The included breakfast was a great addition, and the location was super convenient to all the energy of Lisbon!",,9,10.0,10.0,10.0,10.0,10.0,10.0,
29-07-2024,7297db81c2f7916e25b9593f8c8785e1aa1487fa9f3961c50b7cc5f1a541bc82,0308ce57f32861e07201fcd4fcf006ba3124b1042b3b71859e600d17b6fe0a68,,"Die Lage ist klasse für einen Städtetrip. Fußläufig kommt man fix in die wichtigsten Viertel. Metro, Tram und Bahnhof sind Max 5 min entfernt. Das Hotel ist sehr geschmackvoll eingerichtet, in unserem Zimmer war es ruhig. Der Service war super und außergewöhnlich freundlich. ",Geschmackvolles kleines Hotel in super Lage mit sehr freundlichem Personal - immer wieder gerne! ,10,10.0,10.0,10.0,10.0,10.0,7.5,
29-07-2024,8e63741c42f7c08025339f1a380d98030a698aa04f1fa3c595dcb581632af452,ce8988a7a7128d4a53323a3ed4187695a1da02c7ac3bc5f765282ac9a93ce426,Alecrim ao Chiaodo-Perfekter Ort für Lissabontrip,Perfekter Ort für einen Lissabontrip. Chiado ist ein tolles Viertel. Aufmerksamer Service und liebevolle Gestaltung des Hotels und der Zimmer. Wir würden auf alle Fälle wieder buchen bei einem nächsten Aufenthalt in Lissabon.,,10,10.0,10.0,10.0,10.0,10.0,10.0,
30-07-2024,d48c6c588f9a21165dd21fbccc19588d42016c92529029d66b4acb57075366d1,24f7917b97afd8c9419c2d64df020ade8951e351f41e76838e1d4311925958f4,,"Colazione eccellente, ottima posizione, camera ampia e pulita, personale gentilissimo e sempre a disposizione.
Assolutamente da consigliare.",Il bagno un po' scomodo: per accedere al wc c'erano degli scalini e non era previsto un aereatore. Il lavandino in camera e la doccia senza una porta da chiudere generano un po' di umidità in camera.,9,10.0,10.0,10.0,10.0,10.0,7.5,
30-07-2024,f156b37278db79e4b04410dcd426630e97152dd96781506ec8527e74f33d4021,f8b90f0c33de831bb4f39e9bddcbc69074526ba8334288e275725b90aae84442,I will come back,"Very helpful personal, great location",Nothing,10,10.0,10.0,10.0,10.0,10.0,10.0,
31-07-2024,74c74d1cde2e56685d4fe2abfe754fa512a07d8bbdf5be39f66043ebb770b23d,2230b4c50c26ebfcbb25b6ffb3b410ed8fb791d0f745f9b1f92af4dbbc610497,Ganske enkelt rÃ¦dselsfuldtð£ kommer ALDRIG igen. Beskrivelsen af hotellet passer ikke pÃ¥ nogen mÃ¥de,Personalet var sÃ¸de og hjÃ¦lpsomme,"Der var sÃ¥ meget larm fra omgivelser at vi ikke fik sovet. VÃ¦relserne var anfÃ¸rt som lydisolerede- hvilket de pÃ¥ INGEN mÃ¥de var. Hotellet er placeret imellem 2 partygader sÃ¥ ulidelig meget larm.

Sengene var hÃ¥rde som sten og der var kun tÃ¦pper uden lagner som sengetÃ¸j.

Ingen minibar eller adgang til koldt drikkevand

Stort set aldrig personale at finde

Bagage skal man selv bÃ¦re op og ned ad stentrapperne

Morgenmaden er ikke af sÃ¦rlig god kvalitet og begrÃ¦nset udvalg

Den friskpressede juice er fortyndet med vand og madbordet fyldes ikke op.

Kan pÃ¥ ingen mÃ¥de forstÃ¥ hotellet har fÃ¥et 4 stjerner- burde Max have 2 med pil ned.",3,7.5,2.5,2.5,2.5,7.5,2.5,
31-07-2024,9345a35a6fdf174dff7219282a3ae4879790dbb785c70f6fff91e32fafd66eab,1c8aa87f45ad1bf53fda866a82ded001b69e34aabe49d14c4e84afabef11e267,Staying in Lisbon then..this is THE place,"A stunning Portuguese boutique hotel.  The staff were truly wonderful, welcoming and helpful. Couldn’t have picked a better place. ","Honestly, we liked everything .",10,10.0,10.0,10.0,10.0,10.0,10.0,
31-07-2024,463f99b222080fc96c25f5e6ca0ecfd744b6005776f0f9ea3884633f7015e195,89e4bcce15a06df87bbfb3d24ccffe6d9fb9bff6b5005ec1c924ec61dd2a0283,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
01-08-2024,e03112b3005d969f7623b240ef9d385c5c0e078ede08720f66e78c85ad73f3a3,619ed59e34b3c0c84f4f2c7a58c1fa7244d4d252bcdbcf908ef825a9a7bbeb0f,,,,9,10.0,10.0,10.0,10.0,10.0,10.0,
02-08-2024,439a3092ec4b824467ce5c34cefe005bbef3c0aa124fe83d21c80988f0255f0f,7acb39622358a5e9ec1abc49d9bba606b03e1f6f5c73850ecf641cfe0acf85df,,"Un vero boutique hotel al centro di Lisbona!!.servizi in camera di grande qualità,.colazione ottima!!!",,9,,,,,,,
02-08-2024,e6f66299605c0040e6df54da5282f356a880c93e20711985b7e77c89ca672427,6fc627b1c9b6c832d02c7df161c1f7b3daca969662f1e27853f04f6a19a2b110,fabulous,"SERVICE
LOCATION
size of room",nil,10,10.0,10.0,10.0,10.0,10.0,7.5,
02-08-2024,83cd072a16ddb3d793c2f5bcd7d0be5a04af680279cf6a26fb8dffe57ce3b51a,0215fc7b64dd08778a5fd8fb630349d3e4bb3e4deaf126eaef6b58d18f0d10ac,,,,9,10.0,10.0,10.0,7.5,10.0,10.0,
03-08-2024,3d5a0258d7771bb9e175613c8e387a55b564a86598764f905a4ac42c9abced92,ee1d9062fe6cbffbe83ad913c8c86f4010b8149ddf0bc318dab88ab9ecec0f39,Excelente,Cafe da manhÃ£ simplesmente maravilhoso.,Tudo maravilhoso. Gostei de tudo.,9,10.0,10.0,10.0,10.0,10.0,7.5,
04-08-2024,4cb39c1bdf5da40bb629d3fb041a2af0c9d388370c9e5ea5369f01aa23b02589,6a8e2452cfe005ac784dff2473b81a6341c9afb9a6466335e12f767122e51e47,Une excellente place pour séjourner mais attention au bruit de la ville ,"Accueil, charme, emplacement ",Trop de bruit sur chambres côté grande rue,8,10.0,10.0,7.5,10.0,10.0,10.0,
04-08-2024,a226a2084c6d83e72278aa2c0544817a6b22f4b76cfbf502178c6364abadc75f,07d39a0d28e9d1c1a934557ef043f96b3b40954284c64271f9134daecb95436d,Great mini-moon in Lisbon. ,"Amazing location, right next to some recommended restaurants and bars. Staff were very friendly and helpful. Great choice at breakfast and eggs freshly cooked every morning. ","Slightly noisy at night as our room faced the road but other than that, everything was great.",9,10.0,10.0,10.0,10.0,10.0,7.5,
05-08-2024,f0b8649dbd8cc269a6a9f57166490602cb5e17344007e29c1591f6cdad29aa37,387fcad56ec72dd21b0784f1e2c72f129a50ceec0dcf25b20dcb422a8b8f066b,,,,10,10.0,10.0,10.0,10.0,10.0,7.5,
05-08-2024,d01926adf94597454516e441789dba45148c4360a90c6eaddad59823881ab7c0,f58491d50331fb7c695b1be70ed02eecfd8ab2dd89a9bca4592a8fd7c7a8a499,,"Great breakfast, lovely staff, and excellent location. The room was spacious and the building was very nice with a historic feel but modern decoration. The staff was excited to tell us about the city, where to go, where and what to eat.  Definitely recommend!","There was a mould smell in the room when we came in. It's an older building like everything around it, so I'm not sure if that it could get better - especially in the room we were at that had a big door to the street but no windows. It was very clean and beautiful though.",9,10.0,10.0,10.0,10.0,7.5,7.5,
